is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Личные установки и ценности, мировоззрение (2043_4)","Ответственность , добросовестность (СК) (614_4)",Пунктуальность (СК) (612_4),Навыки по техническому обслуживанию транспортных средств соответствующей категории (без привязки) (1851_28),"Осуществление пассажирских перевозок (автобус, троллейбус, трамвай) (1853_28)",Дисциплинированность (СК) (593_4),Соблюдение правил дорожного движения (1847_28),"Общие знания (водитель трамвая, троллейбуса, трамвая) (1875_28)","Навыки, несвойственные водителю автобуса, троллейбуса, трамвая ( управление автомобилем) (1858_28)","Оформление путевой документации (водители автобуса, троллейбуса, трамвая) (1862_28)",Соблюдение графика движения автобуса по маршруту (1866_28),Знание устройств и технического обслуживания автобуса (1905_28),Выполнение поручений руководителя (ОПТ) (3036_36),Навыки по техническому обслуживанию  автобуса (1910_28),Внимательность (СК) (536_4),Выполнение ремонтных работ (ОПТ) (8285_36),"Вождение транспортных средств (без привязки к автобусу, троллейбусу, трамваю) (1902_28)",Вежливость (СК) (581_4),Вождение автобуса (1899_28),Доброжелательность (СК) (1126_4),Знание правил дорожного движения (1856_28),Воспитанность (СК) (585_4),Стрессоустойчивость (СК) (601_4),Знание устройств и технического обслуживания транспортных средств( без привязки) (1908_28),Целеустремленность (СК) (588_4)
False,1.0,Алтайский край,2,True,28000.0,28000.0,3578.6517,3102.372,2927.5905,2372.6592,2014.3571,1948.814,1660.4245,1092.3845,1018.1024,956.9288,751.5605,716.6042,668.5393,620.4744,554.9313,515.6055,511.236,480.6492,476.2797,454.432,441.3233,371.4107,310.2372,231.5855,222.8464
False,1.0,Чувашская Республика,1,False,24000.0,35000.0,4473.3146,3877.965,3659.4881,2965.824,2517.9463,2436.0175,2075.5306,1365.4806,1272.628,1196.161,939.4507,895.7553,835.6742,775.593,693.6642,644.5069,639.0449,600.8115,595.3496,568.04,551.6542,464.2634,387.7965,289.4819,278.5581
False,1.0,Смоленская область,1,False,17000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Тульская область,1,False,21000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Ивановская область,1,False,25000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Ивановская область,1,True,16242.0,16242.0,2075.8736,1799.5974,1698.2116,1376.3118,1168.471,1130.4513,963.1648,633.661,590.5721,555.0871,435.9588,415.6816,387.8006,359.9195,321.8998,299.088,296.5534,278.8109,276.2762,263.603,255.9991,215.4448,179.9597,134.3361,129.2669
False,1.0,Ставропольский край,2,False,20000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Ульяновская область,1,False,20000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Костромская область,1,False,25000.0,63000.0,8051.9663,6980.3371,6587.0787,5338.4831,4532.3034,4384.8315,3735.9551,2457.8652,2290.7303,2153.0899,1691.0112,1612.3596,1504.2135,1396.0674,1248.5955,1160.1124,1150.2809,1081.4607,1071.6292,1022.4719,992.9775,835.6742,698.0337,521.0674,501.4045
False,1.0,Пензенская область,1,False,25000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Донецкая область,1,False,35000.0,35000.0,4473.3146,3877.965,3659.4881,2965.824,2517.9463,2436.0175,2075.5306,1365.4806,1272.628,1196.161,939.4507,895.7553,835.6742,775.593,693.6642,644.5069,639.0449,600.8115,595.3496,568.04,551.6542,464.2634,387.7965,289.4819,278.5581
False,1.0,Орловская область,1,False,28000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Город федерального значения Севастополь,1,False,25000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Белгородская область,2,False,25000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Белгородская область,2,True,21000.0,28000.0,3578.6517,3102.372,2927.5905,2372.6592,2014.3571,1948.814,1660.4245,1092.3845,1018.1024,956.9288,751.5605,716.6042,668.5393,620.4744,554.9313,515.6055,511.236,480.6492,476.2797,454.432,441.3233,371.4107,310.2372,231.5855,222.8464
False,1.0,Республика Карелия,1,False,21000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Калининградская область,1,False,21000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Калининградская область,1,True,28000.0,28000.0,3578.6517,3102.372,2927.5905,2372.6592,2014.3571,1948.814,1660.4245,1092.3845,1018.1024,956.9288,751.5605,716.6042,668.5393,620.4744,554.9313,515.6055,511.236,480.6492,476.2797,454.432,441.3233,371.4107,310.2372,231.5855,222.8464
False,1.0,Карачаево-Черкесская Республика,1,False,28000.0,28000.0,3578.6517,3102.372,2927.5905,2372.6592,2014.3571,1948.814,1660.4245,1092.3845,1018.1024,956.9288,751.5605,716.6042,668.5393,620.4744,554.9313,515.6055,511.236,480.6492,476.2797,454.432,441.3233,371.4107,310.2372,231.5855,222.8464
False,1.0,Кабардино-Балкарская Республика,1,False,25000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Республика Адыгея,1,False,25000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Город федерального значения Москва,0,False,25000.0,140000.0,17893.2584,15511.8602,14637.9526,11863.2959,10071.7853,9744.0699,8302.1223,5461.9226,5090.5119,4784.6442,3757.8027,3583.0212,3342.6966,3102.372,2774.6567,2578.0275,2556.1798,2403.2459,2381.3983,2272.1598,2206.6167,1857.0537,1551.186,1157.9276,1114.2322
False,1.0,Город федерального значения Москва,0,True,40000.0,40000.0,5112.3596,4431.96,4182.2722,3389.5131,2877.6529,2784.02,2372.035,1560.5493,1454.432,1367.0412,1073.6579,1023.7203,955.0562,886.392,792.7591,736.5793,730.3371,686.6417,680.3995,649.1885,630.4619,530.5868,443.196,330.8365,318.3521
False,1.0,Город федерального значения Санкт-Петербург,0,False,29250.0,95000.0,12141.8539,10525.9051,9932.8964,8050.0936,6834.4257,6612.0474,5633.583,3706.3046,3454.2759,3246.7228,2549.9376,2431.3358,2268.2584,2105.181,1882.8027,1749.3758,1734.5506,1630.774,1615.9488,1541.8227,1497.3471,1260.1436,1052.5905,785.7366,756.0861
False,1.0,Город федерального значения Санкт-Петербург,0,True,40000.0,55500.0,7093.3989,6149.3446,5802.9026,4702.9494,3992.7434,3862.8277,3291.1985,2165.2622,2018.0243,1896.7697,1489.7004,1420.412,1325.1404,1229.8689,1099.9532,1022.0037,1013.3427,952.7154,944.0543,900.7491,874.7659,736.1891,614.9345,459.0356,441.7135
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,40000.0,90000.0,11502.809,9971.9101,9410.1124,7626.4045,6474.7191,6264.0449,5337.0787,3511.236,3272.4719,3075.8427,2415.7303,2303.3708,2148.8764,1994.382,1783.7079,1657.3034,1643.2584,1544.9438,1530.8989,1460.6742,1418.5393,1193.8202,997.191,744.382,716.2921
False,1.0,Тюменская область,1,False,25000.0,120000.0,15337.0787,13295.8801,12546.8165,10168.5393,8632.9588,8352.0599,7116.1049,4681.6479,4363.2959,4101.1236,3220.9738,3071.161,2865.1685,2659.176,2378.2772,2209.7378,2191.0112,2059.9251,2041.1985,1947.5655,1891.3858,1591.7603,1329.588,992.5094,955.0562
False,1.0,Красноярский край,1,False,30000.0,110000.0,14058.9888,12187.8901,11501.2484,9321.161,7913.5456,7656.0549,6523.0961,4291.5106,3999.6879,3759.3633,2952.5593,2815.231,2626.4045,2437.578,2180.0874,2025.593,2008.427,1888.2647,1871.0986,1785.2684,1733.7703,1459.1136,1218.789,909.8002,875.4682
False,1.0,Красноярский край,1,True,45000.0,45000.0,5751.4045,4985.9551,4705.0562,3813.2022,3237.3596,3132.0225,2668.5393,1755.618,1636.236,1537.9213,1207.8652,1151.6854,1074.4382,997.191,891.8539,828.6517,821.6292,772.4719,765.4494,730.3371,709.2697,596.9101,498.5955,372.191,358.1461
False,1.0,Новосибирская область,0,False,21872.0,143000.0,18276.6854,15844.2572,14951.623,12117.5094,10287.6092,9952.8714,8480.025,5578.9638,5199.5943,4887.1723,3838.3271,3659.8002,3414.3258,3168.8514,2834.1136,2633.2709,2610.9551,2454.7441,2432.4282,2320.8489,2253.9014,1896.8477,1584.4257,1182.7403,1138.1086
False,1.0,Омская область,1,False,15000.0,150000.0,19171.3483,16619.8502,15683.5206,12710.6742,10791.1985,10440.0749,8895.1311,5852.0599,5454.1199,5126.4045,4026.2172,3838.9513,3581.4607,3323.97,2972.8464,2762.1723,2738.764,2574.9064,2551.4981,2434.4569,2364.2322,1989.7004,1661.985,1240.6367,1193.8202
False,1.0,Пермский край,1,False,18700.0,90000.0,11502.809,9971.9101,9410.1124,7626.4045,6474.7191,6264.0449,5337.0787,3511.236,3272.4719,3075.8427,2415.7303,2303.3708,2148.8764,1994.382,1783.7079,1657.3034,1643.2584,1544.9438,1530.8989,1460.6742,1418.5393,1193.8202,997.191,744.382,716.2921
False,1.0,Псковская область,1,False,30000.0,95000.0,12141.8539,10525.9051,9932.8964,8050.0936,6834.4257,6612.0474,5633.583,3706.3046,3454.2759,3246.7228,2549.9376,2431.3358,2268.2584,2105.181,1882.8027,1749.3758,1734.5506,1630.774,1615.9488,1541.8227,1497.3471,1260.1436,1052.5905,785.7366,756.0861
False,1.0,Псковская область,1,True,40000.0,40000.0,5112.3596,4431.96,4182.2722,3389.5131,2877.6529,2784.02,2372.035,1560.5493,1454.432,1367.0412,1073.6579,1023.7203,955.0562,886.392,792.7591,736.5793,730.3371,686.6417,680.3995,649.1885,630.4619,530.5868,443.196,330.8365,318.3521
False,1.0,Воронежская область,2,False,30000.0,95000.0,12141.8539,10525.9051,9932.8964,8050.0936,6834.4257,6612.0474,5633.583,3706.3046,3454.2759,3246.7228,2549.9376,2431.3358,2268.2584,2105.181,1882.8027,1749.3758,1734.5506,1630.774,1615.9488,1541.8227,1497.3471,1260.1436,1052.5905,785.7366,756.0861
False,1.0,Мурманская область,1,False,30000.0,70000.0,8946.6292,7755.9301,7318.9763,5931.6479,5035.8926,4872.035,4151.0612,2730.9613,2545.2559,2392.3221,1878.9014,1791.5106,1671.3483,1551.186,1387.3283,1289.0137,1278.0899,1201.623,1190.6991,1136.0799,1103.3084,928.5268,775.593,578.9638,557.1161
False,1.0,Кировская область,1,False,19550.0,95000.0,12141.8539,10525.9051,9932.8964,8050.0936,6834.4257,6612.0474,5633.583,3706.3046,3454.2759,3246.7228,2549.9376,2431.3358,2268.2584,2105.181,1882.8027,1749.3758,1734.5506,1630.774,1615.9488,1541.8227,1497.3471,1260.1436,1052.5905,785.7366,756.0861
False,1.0,Курганская область,1,False,18678.0,55000.0,7029.4944,6093.9451,5750.6242,4660.5805,3956.7728,3828.0275,3261.5481,2145.7553,1999.8439,1879.6816,1476.2797,1407.6155,1313.2022,1218.789,1090.0437,1012.7965,1004.2135,944.1323,935.5493,892.6342,866.8851,729.5568,609.3945,454.9001,437.7341
False,1.0,Сахалинская область,1,False,40000.0,75000.0,9585.6742,8309.9251,7841.7603,6355.3371,5395.5993,5220.0375,4447.5655,2926.03,2727.0599,2563.2022,2013.1086,1919.4757,1790.7303,1661.985,1486.4232,1381.0861,1369.382,1287.4532,1275.7491,1217.2285,1182.1161,994.8502,830.9925,620.3184,596.9101
False,1.0,Сахалинская область,1,True,40000.0,45000.0,5751.4045,4985.9551,4705.0562,3813.2022,3237.3596,3132.0225,2668.5393,1755.618,1636.236,1537.9213,1207.8652,1151.6854,1074.4382,997.191,891.8539,828.6517,821.6292,772.4719,765.4494,730.3371,709.2697,596.9101,498.5955,372.191,358.1461
False,1.0,Республика Хакасия,1,False,25988.0,100000.0,12780.8989,11079.9001,10455.6804,8473.7828,7194.1323,6960.0499,5930.0874,3901.3733,3636.0799,3417.603,2684.1448,2559.3009,2387.6404,2215.98,1981.8976,1841.4482,1825.8427,1716.6042,1700.9988,1622.9713,1576.1548,1326.4669,1107.99,827.0911,795.8801
False,1.0,Новгородская область,1,False,20000.0,90000.0,11502.809,9971.9101,9410.1124,7626.4045,6474.7191,6264.0449,5337.0787,3511.236,3272.4719,3075.8427,2415.7303,2303.3708,2148.8764,1994.382,1783.7079,1657.3034,1643.2584,1544.9438,1530.8989,1460.6742,1418.5393,1193.8202,997.191,744.382,716.2921
False,1.0,Астраханская область,1,False,40000.0,95000.0,12141.8539,10525.9051,9932.8964,8050.0936,6834.4257,6612.0474,5633.583,3706.3046,3454.2759,3246.7228,2549.9376,2431.3358,2268.2584,2105.181,1882.8027,1749.3758,1734.5506,1630.774,1615.9488,1541.8227,1497.3471,1260.1436,1052.5905,785.7366,756.0861
False,1.0,Калужская область,1,False,40000.0,95000.0,12141.8539,10525.9051,9932.8964,8050.0936,6834.4257,6612.0474,5633.583,3706.3046,3454.2759,3246.7228,2549.9376,2431.3358,2268.2584,2105.181,1882.8027,1749.3758,1734.5506,1630.774,1615.9488,1541.8227,1497.3471,1260.1436,1052.5905,785.7366,756.0861
False,1.0,Приморский край,1,False,30000.0,87000.0,11119.382,9639.5131,9096.4419,7372.191,6258.8951,6055.2434,5159.176,3394.1948,3163.3895,2973.3146,2335.206,2226.5918,2077.2472,1927.9026,1724.2509,1602.0599,1588.4831,1493.4457,1479.8689,1411.985,1371.2547,1154.0262,963.9513,719.5693,692.4157
False,1.0,Республика Бурятия,1,False,13500.0,70000.0,8946.6292,7755.9301,7318.9763,5931.6479,5035.8926,4872.035,4151.0612,2730.9613,2545.2559,2392.3221,1878.9014,1791.5106,1671.3483,1551.186,1387.3283,1289.0137,1278.0899,1201.623,1190.6991,1136.0799,1103.3084,928.5268,775.593,578.9638,557.1161
False,1.0,Республика Бурятия,1,True,45000.0,66000.0,8435.3933,7312.7341,6900.7491,5592.6966,4748.1273,4593.633,3913.8577,2574.9064,2399.8127,2255.618,1771.5356,1689.1386,1575.8427,1462.5468,1308.0524,1215.3558,1205.0562,1132.9588,1122.6592,1071.161,1040.2622,875.4682,731.2734,545.8801,525.2809
False,1.0,Архангельская область,1,False,28000.0,95000.0,12141.8539,10525.9051,9932.8964,8050.0936,6834.4257,6612.0474,5633.583,3706.3046,3454.2759,3246.7228,2549.9376,2431.3358,2268.2584,2105.181,1882.8027,1749.3758,1734.5506,1630.774,1615.9488,1541.8227,1497.3471,1260.1436,1052.5905,785.7366,756.0861
False,1.0,Республика Дагестан,1,False,70000.0,70000.0,8946.6292,7755.9301,7318.9763,5931.6479,5035.8926,4872.035,4151.0612,2730.9613,2545.2559,2392.3221,1878.9014,1791.5106,1671.3483,1551.186,1387.3283,1289.0137,1278.0899,1201.623,1190.6991,1136.0799,1103.3084,928.5268,775.593,578.9638,557.1161
False,1.0,Камчатский край,1,False,40000.0,55500.0,7093.3989,6149.3446,5802.9026,4702.9494,3992.7434,3862.8277,3291.1985,2165.2622,2018.0243,1896.7697,1489.7004,1420.412,1325.1404,1229.8689,1099.9532,1022.0037,1013.3427,952.7154,944.0543,900.7491,874.7659,736.1891,614.9345,459.0356,441.7135
False,1.0,Республика Северная Осетия,1,False,70000.0,70000.0,8946.6292,7755.9301,7318.9763,5931.6479,5035.8926,4872.035,4151.0612,2730.9613,2545.2559,2392.3221,1878.9014,1791.5106,1671.3483,1551.186,1387.3283,1289.0137,1278.0899,1201.623,1190.6991,1136.0799,1103.3084,928.5268,775.593,578.9638,557.1161
False,1.0,Иркутская область,1,False,20000.0,129000.0,16487.3596,14293.0712,13487.8277,10931.1798,9280.4307,8978.4644,7649.8127,5032.7715,4690.5431,4408.7079,3462.5468,3301.4981,3080.0562,2858.6142,2556.6479,2375.4682,2355.3371,2214.4195,2194.2884,2093.633,2033.2397,1711.1423,1429.3071,1066.9476,1026.6854
False,1.0,Республика Саха (Якутия),1,False,30000.0,110000.0,14058.9888,12187.8901,11501.2484,9321.161,7913.5456,7656.0549,6523.0961,4291.5106,3999.6879,3759.3633,2952.5593,2815.231,2626.4045,2437.578,2180.0874,2025.593,2008.427,1888.2647,1871.0986,1785.2684,1733.7703,1459.1136,1218.789,909.8002,875.4682
False,1.0,Республика Мордовия,1,False,40000.0,70000.0,8946.6292,7755.9301,7318.9763,5931.6479,5035.8926,4872.035,4151.0612,2730.9613,2545.2559,2392.3221,1878.9014,1791.5106,1671.3483,1551.186,1387.3283,1289.0137,1278.0899,1201.623,1190.6991,1136.0799,1103.3084,928.5268,775.593,578.9638,557.1161
False,1.0,Хабаровский край,1,False,38000.0,89000.0,11375.0,9861.1111,9305.5556,7541.6667,6402.7778,6194.4444,5277.7778,3472.2222,3236.1111,3041.6667,2388.8889,2277.7778,2125.0,1972.2222,1763.8889,1638.8889,1625.0,1527.7778,1513.8889,1444.4444,1402.7778,1180.5556,986.1111,736.1111,708.3333
False,1.0,Ямало-Ненецкий автономный округ,1,False,40000.0,89000.0,11375.0,9861.1111,9305.5556,7541.6667,6402.7778,6194.4444,5277.7778,3472.2222,3236.1111,3041.6667,2388.8889,2277.7778,2125.0,1972.2222,1763.8889,1638.8889,1625.0,1527.7778,1513.8889,1444.4444,1402.7778,1180.5556,986.1111,736.1111,708.3333
False,1.0,Республика Коми,1,False,27000.0,89000.0,11375.0,9861.1111,9305.5556,7541.6667,6402.7778,6194.4444,5277.7778,3472.2222,3236.1111,3041.6667,2388.8889,2277.7778,2125.0,1972.2222,1763.8889,1638.8889,1625.0,1527.7778,1513.8889,1444.4444,1402.7778,1180.5556,986.1111,736.1111,708.3333
False,1.0,Республика Алтай,1,False,50000.0,89000.0,11375.0,9861.1111,9305.5556,7541.6667,6402.7778,6194.4444,5277.7778,3472.2222,3236.1111,3041.6667,2388.8889,2277.7778,2125.0,1972.2222,1763.8889,1638.8889,1625.0,1527.7778,1513.8889,1444.4444,1402.7778,1180.5556,986.1111,736.1111,708.3333
False,1.0,Забайкальский край,1,False,40000.0,110000.0,14058.9888,12187.8901,11501.2484,9321.161,7913.5456,7656.0549,6523.0961,4291.5106,3999.6879,3759.3633,2952.5593,2815.231,2626.4045,2437.578,2180.0874,2025.593,2008.427,1888.2647,1871.0986,1785.2684,1733.7703,1459.1136,1218.789,909.8002,875.4682
False,1.0,Республика Калмыкия,1,False,19450.0,89000.0,11375.0,9861.1111,9305.5556,7541.6667,6402.7778,6194.4444,5277.7778,3472.2222,3236.1111,3041.6667,2388.8889,2277.7778,2125.0,1972.2222,1763.8889,1638.8889,1625.0,1527.7778,1513.8889,1444.4444,1402.7778,1180.5556,986.1111,736.1111,708.3333
False,1.0,Амурская область,1,False,42500.0,80000.0,10224.7191,8863.9201,8364.5443,6779.0262,5755.3059,5568.04,4744.0699,3121.0986,2908.8639,2734.0824,2147.3159,2047.4407,1910.1124,1772.784,1585.5181,1473.1586,1460.6742,1373.2834,1360.799,1298.377,1260.9238,1061.1735,886.392,661.6729,636.7041
False,1.0,Тамбовская область,2,False,48500.0,80000.0,10224.7191,8863.9201,8364.5443,6779.0262,5755.3059,5568.04,4744.0699,3121.0986,2908.8639,2734.0824,2147.3159,2047.4407,1910.1124,1772.784,1585.5181,1473.1586,1460.6742,1373.2834,1360.799,1298.377,1260.9238,1061.1735,886.392,661.6729,636.7041
False,1.0,Еврейская автономная область,1,False,30000.0,70000.0,8946.6292,7755.9301,7318.9763,5931.6479,5035.8926,4872.035,4151.0612,2730.9613,2545.2559,2392.3221,1878.9014,1791.5106,1671.3483,1551.186,1387.3283,1289.0137,1278.0899,1201.623,1190.6991,1136.0799,1103.3084,928.5268,775.593,578.9638,557.1161
False,1.0,Республика Ингушетия,1,False,48500.0,48500.0,6198.736,5373.7516,5071.005,4109.7846,3489.1542,3375.6242,2876.0924,1892.166,1763.4988,1657.5375,1301.8102,1241.2609,1158.0056,1074.7503,961.2203,893.1024,885.5337,832.5531,824.9844,787.1411,764.4351,643.3365,537.3752,401.1392,386.0019
False,1.0,Чеченская Республика,1,False,80000.0,80000.0,10224.7191,8863.9201,8364.5443,6779.0262,5755.3059,5568.04,4744.0699,3121.0986,2908.8639,2734.0824,2147.3159,2047.4407,1910.1124,1772.784,1585.5181,1473.1586,1460.6742,1373.2834,1360.799,1298.377,1260.9238,1061.1735,886.392,661.6729,636.7041
False,1.0,Магаданская область,1,False,50000.0,69500.0,8882.7247,7700.5306,7266.6979,5889.279,4999.922,4837.2347,4121.4107,2711.4544,2527.0755,2375.2341,1865.4806,1778.7141,1659.4101,1540.1061,1377.4189,1279.8065,1268.9607,1193.04,1182.1941,1127.965,1095.4276,921.8945,770.0531,574.8283,553.1367
False,0.0,Ростовская область,0,False,15279.0,45900.0,5866.4326,5085.6742,4799.1573,3889.4663,3302.1067,3194.6629,2721.9101,1790.7303,1668.9607,1568.6798,1232.0225,1174.7191,1095.927,1017.1348,909.691,845.2247,838.0618,787.9213,780.7584,744.9438,723.4551,608.8483,508.5674,379.6348,365.309
False,0.0,Ростовская область,0,True,27500.0,27500.0,3514.7472,3046.9725,2875.3121,2330.2903,1978.3864,1914.0137,1630.774,1072.8777,999.922,939.8408,738.1398,703.8077,656.6011,609.3945,545.0218,506.3983,502.1067,472.0662,467.7747,446.3171,433.4426,364.7784,304.6973,227.4501,218.867
False,0.0,Республика Марий Эл,1,False,15279.0,45900.0,5866.4326,5085.6742,4799.1573,3889.4663,3302.1067,3194.6629,2721.9101,1790.7303,1668.9607,1568.6798,1232.0225,1174.7191,1095.927,1017.1348,909.691,845.2247,838.0618,787.9213,780.7584,744.9438,723.4551,608.8483,508.5674,379.6348,365.309
False,0.0,Республика Крым,1,False,15279.0,45900.0,5866.4326,5085.6742,4799.1573,3889.4663,3302.1067,3194.6629,2721.9101,1790.7303,1668.9607,1568.6798,1232.0225,1174.7191,1095.927,1017.1348,909.691,845.2247,838.0618,787.9213,780.7584,744.9438,723.4551,608.8483,508.5674,379.6348,365.309
False,0.0,Республика Крым,1,True,15279.0,15279.0,1952.7935,1692.8979,1597.5234,1294.7093,1099.1915,1063.426,906.0581,596.0908,555.5566,522.1756,410.1105,391.0356,364.8076,338.5796,302.8141,281.3549,278.9705,262.28,259.8956,247.9738,240.8207,202.6709,169.2898,126.3713,121.6025
False,0.0,Курская область,2,False,15279.0,50000.0,6390.4494,5539.9501,5227.8402,4236.8914,3597.0662,3480.025,2965.0437,1950.6866,1818.04,1708.8015,1342.0724,1279.6504,1193.8202,1107.99,990.9488,920.7241,912.9213,858.3021,850.4994,811.4856,788.0774,663.2335,553.995,413.5456,397.9401
False,0.0,Краснодарский край,0,False,16242.0,60000.0,7668.5393,6647.9401,6273.4082,5084.2697,4316.4794,4176.03,3558.0524,2340.824,2181.6479,2050.5618,1610.4869,1535.5805,1432.5843,1329.588,1189.1386,1104.8689,1095.5056,1029.9625,1020.5993,973.7828,945.6929,795.8801,664.794,496.2547,477.5281
False,0.0,Московская область,2,False,25000.0,80000.0,10224.7191,8863.9201,8364.5443,6779.0262,5755.3059,5568.04,4744.0699,3121.0986,2908.8639,2734.0824,2147.3159,2047.4407,1910.1124,1772.784,1585.5181,1473.1586,1460.6742,1373.2834,1360.799,1298.377,1260.9238,1061.1735,886.392,661.6729,636.7041
False,0.0,Ленинградская область,1,False,16242.0,45900.0,5866.4326,5085.6742,4799.1573,3889.4663,3302.1067,3194.6629,2721.9101,1790.7303,1668.9607,1568.6798,1232.0225,1174.7191,1095.927,1017.1348,909.691,845.2247,838.0618,787.9213,780.7584,744.9438,723.4551,608.8483,508.5674,379.6348,365.309
False,0.0,Волгоградская область,2,False,16242.0,50000.0,6390.4494,5539.9501,5227.8402,4236.8914,3597.0662,3480.025,2965.0437,1950.6866,1818.04,1708.8015,1342.0724,1279.6504,1193.8202,1107.99,990.9488,920.7241,912.9213,858.3021,850.4994,811.4856,788.0774,663.2335,553.995,413.5456,397.9401
False,0.0,Удмуртская Республика,1,False,16242.0,45900.0,5866.4326,5085.6742,4799.1573,3889.4663,3302.1067,3194.6629,2721.9101,1790.7303,1668.9607,1568.6798,1232.0225,1174.7191,1095.927,1017.1348,909.691,845.2247,838.0618,787.9213,780.7584,744.9438,723.4551,608.8483,508.5674,379.6348,365.309
False,0.0,Нижегородская область,0,False,16242.0,65000.0,8307.5843,7201.9351,6796.1923,5507.9588,4676.186,4524.0325,3854.5568,2535.8926,2363.4519,2221.4419,1744.6941,1663.5456,1551.9663,1440.387,1288.2335,1196.9413,1186.7978,1115.7928,1105.6492,1054.9313,1024.5006,862.2035,720.1935,537.6092,517.3221
False,0.0,Нижегородская область,0,True,35000.0,45000.0,5751.4045,4985.9551,4705.0562,3813.2022,3237.3596,3132.0225,2668.5393,1755.618,1636.236,1537.9213,1207.8652,1151.6854,1074.4382,997.191,891.8539,828.6517,821.6292,772.4719,765.4494,730.3371,709.2697,596.9101,498.5955,372.191,358.1461
