is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Дисциплинированность (СК) (593_4),Выполнение маневровой работы машинистом метрополитена (1920_28),"Личные установки и ценности, мировоззрение (2043_4)",Исполнение инструкций и правил машинистом метрополитена (1924_28),Управление локомотивами (РЖД) (3677_23),Управление электропоездом метрополитена (1913_28),Обеспечение безопасности перевозок и культуры обслуживания ( машинист метрополитена) (1927_28),Командность (СК) (1371_4),"Знания правил, инструкций машиниста метрополитена (1923_28)",Техническое обслуживание поездов (машинист РЖД) (1848_23),Пунктуальность (СК) (612_4),Высокая работоспособность (СК) (586_4),Выполнение графика движения машистом метрополитена (1921_28),Выполнение маневровой работы (составитель поездов) (3671_23),"Устранение неисправностей, возникших в пути следования (машинист РЖД) (3789_23)",Инициативность (СК) (610_4),Коммуникабельность (СК) (617_4),Знание правил подготовки и управления поездом (машинист РЖД) (3765_23),Контроль за правильностью сцепления поезда с первым вагоном (машинист РЖД) (3788_23)
False,2.0,Омская область,1,False,29848.0,35000.0,4730.9864,3934.7393,3103.6201,2987.3796,2900.1993,2638.6583,1842.4112,1360.0133,1354.2013,1301.8931,1301.8931,1179.8406,1162.4045,1144.9684,1063.6001,993.8559,755.5629,627.6984,616.0744
False,2.0,Республика Коми,1,False,26500.0,31500.0,4257.8877,3541.2654,2793.2581,2688.6416,2610.1793,2374.7924,1658.17,1224.012,1218.7811,1171.7038,1171.7038,1061.8565,1046.1641,1030.4716,957.2401,894.4703,680.0066,564.9286,554.467
False,2.0,Республика Хакасия,1,False,62886.0,62886.0,8500.366,7069.7147,5576.4072,5367.553,5210.9123,4740.9904,3310.3391,2443.5942,2433.1514,2339.1671,2339.1671,2119.8701,2088.542,2057.2139,1911.0159,1785.7034,1357.5523,1127.8127,1106.9273
False,2.0,Брянская область,1,False,29848.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
False,2.0,Псковская область,1,False,65000.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
False,2.0,Забайкальский край,1,False,29848.0,35000.0,4730.9864,3934.7393,3103.6201,2987.3796,2900.1993,2638.6583,1842.4112,1360.0133,1354.2013,1301.8931,1301.8931,1179.8406,1162.4045,1144.9684,1063.6001,993.8559,755.5629,627.6984,616.0744
False,2.0,Калининградская область,1,False,31500.0,44485.0,6013.0837,5001.0536,3944.7011,3796.9595,3686.1533,3353.7346,2341.7046,1728.5769,1721.1898,1654.7061,1654.7061,1499.5774,1477.4161,1455.2549,1351.8358,1263.1908,960.3205,797.8047,783.0306
False,2.0,Карачаево-Черкесская Республика,1,False,30000.0,30000.0,4055.1312,3372.6337,2660.2458,2560.6111,2485.8851,2261.7071,1579.2096,1165.7257,1160.7439,1115.9083,1115.9083,1011.2919,996.3467,981.4015,911.6573,851.8765,647.6254,538.0272,528.0638
False,2.0,Пермский край,1,False,32000.0,55000.0,7434.4072,6183.1617,4877.1172,4694.4537,4557.456,4146.463,2895.2175,2137.1637,2128.0306,2045.8319,2045.8319,1854.0352,1826.6357,1799.2361,1671.3716,1561.7735,1187.3132,986.3833,968.1169
False,2.0,Город федерального значения Москва,0,False,40000.0,75244.0,10170.8097,8459.0149,6672.2511,6422.354,6234.9313,5672.6629,3960.8682,2923.7954,2911.3006,2798.8469,2798.8469,2536.455,2498.9704,2461.4859,2286.558,2136.6197,1624.3308,1349.444,1324.4543
False,2.0,Московская область,2,False,25956.0,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,2.0,Город федерального значения Санкт-Петербург,0,False,40000.0,80000.0,10813.6832,8993.6898,7093.9887,6828.2962,6629.0269,6031.2189,4211.2255,3108.6018,3095.3172,2975.7556,2975.7556,2696.7785,2656.9246,2617.0707,2431.086,2271.6705,1727.001,1434.7393,1408.17
False,2.0,Красноярский край,1,False,60000.0,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,2.0,Мурманская область,1,False,40000.0,52000.0,7028.8941,5845.8984,4611.0927,4438.3926,4308.8675,3920.2923,2737.2966,2020.5912,2011.9562,1934.2411,1934.2411,1752.906,1727.001,1701.096,1580.2059,1476.5859,1122.5506,932.5805,915.3105
False,2.0,Амурская область,1,False,33000.0,33000.0,4460.6443,3709.897,2926.2703,2816.6722,2734.4736,2487.8778,1737.1305,1282.2982,1276.8183,1227.4992,1227.4992,1112.4211,1095.9814,1079.5417,1002.823,937.0641,712.3879,591.83,580.8701
False,2.0,Ямало-Ненецкий автономный округ,1,False,80000.0,80000.0,10813.6832,8993.6898,7093.9887,6828.2962,6629.0269,6031.2189,4211.2255,3108.6018,3095.3172,2975.7556,2975.7556,2696.7785,2656.9246,2617.0707,2431.086,2271.6705,1727.001,1434.7393,1408.17
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,42143.0,80000.0,10813.6832,8993.6898,7093.9887,6828.2962,6629.0269,6031.2189,4211.2255,3108.6018,3095.3172,2975.7556,2975.7556,2696.7785,2656.9246,2617.0707,2431.086,2271.6705,1727.001,1434.7393,1408.17
False,2.0,Республика Саха (Якутия),1,False,85150.0,85150.0,11509.814,9572.6586,7550.6642,7267.8678,7055.7705,6419.4786,4482.3231,3308.718,3294.5782,3167.3198,3167.3198,2870.3836,2827.9641,2785.5447,2587.5872,2417.9093,1838.1767,1527.1006,1498.821
False,2.0,Республика Крым,1,False,29800.0,29800.0,4028.097,3350.1495,2642.5108,2543.5404,2469.3125,2246.629,1568.6815,1157.9542,1153.0056,1108.4689,1108.4689,1004.55,989.7044,974.8589,905.5795,846.1973,643.3079,534.4404,524.5433
False,2.0,Кабардино-Балкарская Республика,1,False,15372.0,15372.0,2077.8492,1728.1375,1363.1099,1312.0571,1273.7675,1158.8987,809.187,597.3178,594.7652,571.7914,571.7914,518.186,510.5281,502.8701,467.1332,436.5015,331.8432,275.6852,270.5799
True,1.0,Республика Северная Осетия,1,False,138700.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Ставропольский край,2,False,138700.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Краснодарский край,0,False,138700.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Челябинская область,0,False,28000.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
True,1.0,Кировская область,1,False,40500.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Курганская область,1,False,65000.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
True,1.0,Курская область,2,False,55000.0,55000.0,7434.4072,6183.1617,4877.1172,4694.4537,4557.456,4146.463,2895.2175,2137.1637,2128.0306,2045.8319,2045.8319,1854.0352,1826.6357,1799.2361,1671.3716,1561.7735,1187.3132,986.3833,968.1169
True,1.0,Алтайский край,2,False,40500.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Пензенская область,1,False,138700.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Ростовская область,0,False,138700.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Республика Башкортостан,0,False,30000.0,55000.0,7434.4072,6183.1617,4877.1172,4694.4537,4557.456,4146.463,2895.2175,2137.1637,2128.0306,2045.8319,2045.8319,1854.0352,1826.6357,1799.2361,1671.3716,1561.7735,1187.3132,986.3833,968.1169
True,1.0,Саратовская область,2,False,55000.0,55000.0,7434.4072,6183.1617,4877.1172,4694.4537,4557.456,4146.463,2895.2175,2137.1637,2128.0306,2045.8319,2045.8319,1854.0352,1826.6357,1799.2361,1671.3716,1561.7735,1187.3132,986.3833,968.1169
True,1.0,Астраханская область,1,False,55000.0,55000.0,7434.4072,6183.1617,4877.1172,4694.4537,4557.456,4146.463,2895.2175,2137.1637,2128.0306,2045.8319,2045.8319,1854.0352,1826.6357,1799.2361,1671.3716,1561.7735,1187.3132,986.3833,968.1169
True,1.0,Липецкая область,1,False,40500.0,40500.0,5474.4271,4553.0555,3591.3318,3456.825,3355.9449,3053.3045,2131.9329,1573.7297,1567.0043,1506.4763,1506.4763,1365.2441,1345.0681,1324.8921,1230.7373,1150.0332,874.2943,726.3368,712.8861
True,1.0,Кемеровская область,1,False,53250.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Новосибирская область,0,False,53250.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
True,1.0,Свердловская область,0,False,65000.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
True,1.0,Иркутская область,1,False,46950.0,53250.0,7197.8579,5986.4248,4721.9362,4545.0847,4412.446,4014.5301,2803.097,2069.1631,2060.3205,1980.7373,1980.7373,1795.0432,1768.5154,1741.9877,1618.1916,1512.0807,1149.535,954.9983,937.3132
True,1.0,Самарская область,0,False,40000.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Ленинградская область,1,False,30205.5,30205.5,4082.9088,3395.7362,2678.4684,2578.1513,2502.9134,2277.1998,1590.0272,1173.7109,1168.695,1123.5523,1123.5523,1018.2193,1003.1717,988.1241,917.9021,857.7118,652.0616,541.7127,531.681
True,1.0,Архангельская область,1,False,33189.0,40000.0,5406.8416,4496.8449,3546.9944,3414.1481,3314.5135,3015.6094,2105.6128,1554.3009,1547.6586,1487.8778,1487.8778,1348.3892,1328.4623,1308.5354,1215.543,1135.8353,863.5005,717.3696,704.085
True,1.0,Хабаровский край,1,False,53250.0,53250.0,7197.8579,5986.4248,4721.9362,4545.0847,4412.446,4014.5301,2803.097,2069.1631,2060.3205,1980.7373,1980.7373,1795.0432,1768.5154,1741.9877,1618.1916,1512.0807,1149.535,954.9983,937.3132
True,1.0,Тюменская область,1,False,40000.0,40000.0,5406.8416,4496.8449,3546.9944,3414.1481,3314.5135,3015.6094,2105.6128,1554.3009,1547.6586,1487.8778,1487.8778,1348.3892,1328.4623,1308.5354,1215.543,1135.8353,863.5005,717.3696,704.085
True,1.0,Омская область,1,False,138700.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Республика Хакасия,1,False,40000.0,53250.0,7197.8579,5986.4248,4721.9362,4545.0847,4412.446,4014.5301,2803.097,2069.1631,2060.3205,1980.7373,1980.7373,1795.0432,1768.5154,1741.9877,1618.1916,1512.0807,1149.535,954.9983,937.3132
True,1.0,Забайкальский край,1,False,50000.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
True,1.0,Карачаево-Черкесская Республика,1,False,53250.0,53250.0,7197.8579,5986.4248,4721.9362,4545.0847,4412.446,4014.5301,2803.097,2069.1631,2060.3205,1980.7373,1980.7373,1795.0432,1768.5154,1741.9877,1618.1916,1512.0807,1149.535,954.9983,937.3132
True,1.0,Город федерального значения Москва,0,False,45500.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Московская область,2,False,42000.0,42000.0,5677.1837,4721.6871,3724.3441,3584.8555,3480.2391,3166.3899,2210.8934,1632.0159,1625.0415,1562.2717,1562.2717,1415.8087,1394.8854,1373.9621,1276.3202,1192.627,906.6755,753.2381,739.2893
True,1.0,Красноярский край,1,False,66500.0,80000.0,10813.6832,8993.6898,7093.9887,6828.2962,6629.0269,6031.2189,4211.2255,3108.6018,3095.3172,2975.7556,2975.7556,2696.7785,2656.9246,2617.0707,2431.086,2271.6705,1727.001,1434.7393,1408.17
True,1.0,Мурманская область,1,False,138700.0,138700.0,18748.2232,15592.8097,12299.2029,11838.5586,11493.0754,10456.6257,7301.2122,5389.5384,5366.5061,5159.2162,5159.2162,4675.5397,4606.443,4537.3464,4214.8954,3938.5088,2994.188,2487.4792,2441.4148
True,1.0,Амурская область,1,False,50000.0,80000.0,10813.6832,8993.6898,7093.9887,6828.2962,6629.0269,6031.2189,4211.2255,3108.6018,3095.3172,2975.7556,2975.7556,2696.7785,2656.9246,2617.0707,2431.086,2271.6705,1727.001,1434.7393,1408.17
True,1.0,Республика Саха (Якутия),1,False,67200.0,102000.0,13787.446,11466.9545,9044.8356,8706.0777,8452.0093,7689.8041,5369.3125,3963.4673,3946.5294,3794.0883,3794.0883,3438.3926,3387.5789,3336.7652,3099.6347,2896.3799,2201.9263,1829.2926,1795.4168
True,0.0,Ярославская область,1,False,25000.0,25000.0,3379.276,2810.5281,2216.8715,2133.8426,2071.5709,1884.7559,1316.008,971.4381,967.2866,929.9236,929.9236,842.7433,830.2889,817.8346,759.7144,709.897,539.6878,448.356,440.0531
True,0.0,Ростовская область,0,False,26500.0,30000.0,4055.1312,3372.6337,2660.2458,2560.6111,2485.8851,2261.7071,1579.2096,1165.7257,1160.7439,1115.9083,1115.9083,1011.2919,996.3467,981.4015,911.6573,851.8765,647.6254,538.0272,528.0638
True,0.0,Республика Башкортостан,0,False,27000.0,30000.0,4055.1312,3372.6337,2660.2458,2560.6111,2485.8851,2261.7071,1579.2096,1165.7257,1160.7439,1115.9083,1115.9083,1011.2919,996.3467,981.4015,911.6573,851.8765,647.6254,538.0272,528.0638
True,0.0,Свердловская область,0,False,50000.0,50000.0,6758.552,5621.0561,4433.7429,4267.6852,4143.1418,3769.5118,2632.0159,1942.8761,1934.5732,1859.8472,1859.8472,1685.4865,1660.5779,1635.6692,1519.4288,1419.7941,1079.3756,896.7121,880.1063
True,0.0,Республика Хакасия,1,False,50000.0,50000.0,6758.552,5621.0561,4433.7429,4267.6852,4143.1418,3769.5118,2632.0159,1942.8761,1934.5732,1859.8472,1859.8472,1685.4865,1660.5779,1635.6692,1519.4288,1419.7941,1079.3756,896.7121,880.1063
True,0.0,Забайкальский край,1,False,27546.0,50000.0,6758.552,5621.0561,4433.7429,4267.6852,4143.1418,3769.5118,2632.0159,1942.8761,1934.5732,1859.8472,1859.8472,1685.4865,1660.5779,1635.6692,1519.4288,1419.7941,1079.3756,896.7121,880.1063
True,0.0,Карачаево-Черкесская Республика,1,False,50000.0,50000.0,6758.552,5621.0561,4433.7429,4267.6852,4143.1418,3769.5118,2632.0159,1942.8761,1934.5732,1859.8472,1859.8472,1685.4865,1660.5779,1635.6692,1519.4288,1419.7941,1079.3756,896.7121,880.1063
True,0.0,Амурская область,1,False,56750.0,56750.0,7670.9565,6379.8987,5032.2982,4843.8227,4702.466,4278.3959,2987.3381,2205.1644,2195.7406,2110.9266,2110.9266,1913.0272,1884.7559,1856.4846,1724.5516,1611.4663,1225.0913,1017.7682,998.9206
True,0.0,Республика Алтай,1,False,20000.0,20000.0,2703.4208,2248.4225,1773.4972,1707.0741,1657.2567,1507.8047,1052.8064,777.1504,773.8293,743.9389,743.9389,674.1946,664.2312,654.2677,607.7715,567.9176,431.7502,358.6848,352.0425
True,2.0,Белгородская область,2,False,130000.0,130000.0,17572.2351,14614.7459,11527.7317,11095.9814,10772.1687,9800.7307,6843.2414,5051.4779,5029.8904,4835.6028,4835.6028,4382.265,4317.5025,4252.74,3950.5148,3691.4646,2806.3766,2331.4513,2288.2763
True,2.0,Челябинская область,0,False,36625.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
True,2.0,Волгоградская область,2,False,130000.0,130000.0,17572.2351,14614.7459,11527.7317,11095.9814,10772.1687,9800.7307,6843.2414,5051.4779,5029.8904,4835.6028,4835.6028,4382.265,4317.5025,4252.74,3950.5148,3691.4646,2806.3766,2331.4513,2288.2763
True,2.0,Воронежская область,2,False,130000.0,130000.0,17572.2351,14614.7459,11527.7317,11095.9814,10772.1687,9800.7307,6843.2414,5051.4779,5029.8904,4835.6028,4835.6028,4382.265,4317.5025,4252.74,3950.5148,3691.4646,2806.3766,2331.4513,2288.2763
True,2.0,Рязанская область,1,False,130000.0,130000.0,17572.2351,14614.7459,11527.7317,11095.9814,10772.1687,9800.7307,6843.2414,5051.4779,5029.8904,4835.6028,4835.6028,4382.265,4317.5025,4252.74,3950.5148,3691.4646,2806.3766,2331.4513,2288.2763
True,2.0,Свердловская область,0,False,51500.0,61000.0,8245.4334,6857.6885,5409.1664,5206.5759,5054.633,4598.8044,3211.0594,2370.3089,2360.1793,2269.0136,2269.0136,2056.2936,2025.905,1995.5164,1853.7031,1732.1488,1316.8383,1093.9887,1073.7297
True,2.0,Тюменская область,1,False,51500.0,61000.0,8245.4334,6857.6885,5409.1664,5206.5759,5054.633,4598.8044,3211.0594,2370.3089,2360.1793,2269.0136,2269.0136,2056.2936,2025.905,1995.5164,1853.7031,1732.1488,1316.8383,1093.9887,1073.7297
True,2.0,Орловская область,1,False,130000.0,130000.0,17572.2351,14614.7459,11527.7317,11095.9814,10772.1687,9800.7307,6843.2414,5051.4779,5029.8904,4835.6028,4835.6028,4382.265,4317.5025,4252.74,3950.5148,3691.4646,2806.3766,2331.4513,2288.2763
True,2.0,Пермский край,1,False,51500.0,51500.0,6961.3085,5789.6878,4566.7552,4395.7157,4267.4361,3882.5971,2710.9764,2001.1624,1992.6104,1915.6426,1915.6426,1736.0511,1710.3952,1684.7393,1565.0116,1462.3879,1111.7569,923.6134,906.5095
True,2.0,Город федерального значения Москва,0,False,120000.0,120000.0,16220.5247,13490.5347,10640.9831,10242.4444,9943.5404,9046.8283,6316.8383,4662.9027,4642.9758,4463.6333,4463.6333,4045.1677,3985.3869,3925.6061,3646.629,3407.5058,2590.5015,2152.1089,2112.2551
True,2.0,Город федерального значения Санкт-Петербург,0,False,55000.0,55000.0,7434.4072,6183.1617,4877.1172,4694.4537,4557.456,4146.463,2895.2175,2137.1637,2128.0306,2045.8319,2045.8319,1854.0352,1826.6357,1799.2361,1671.3716,1561.7735,1187.3132,986.3833,968.1169
True,2.0,Мурманская область,1,False,72000.0,72000.0,9732.3148,8094.3208,6384.5898,6145.4666,5966.1242,5428.097,3790.103,2797.7416,2785.7855,2678.18,2678.18,2427.1006,2391.2321,2355.3637,2187.9774,2044.5035,1554.3009,1291.2654,1267.353
