is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)","Организаторские способности, лидерство (СК) (393_4)",Разработка проектной документации (СПК в строительстве) (6933_10),Внимательность (СК) (536_4),Знание AutoCAD (3072_10),"Саморазвитие, обучаемость (СК) (604_4)",Проектирования объектов (6977_10),Составление графиков (6998_10),Английский язык (ЯС) (1918_32),Пунктуальность (СК) (612_4),Контроль выполнения работ (7013_10),Прохождения экспертизы (6978_10),Подготовка данных для заключения договоров (7017_10),Дисциплинированность (СК) (593_4),Выезды на объекты (6986_10),Сопровождение проектной документации (6993_10),Самостоятельность (СК) (603_4),Подбор оборудования (7184_10),Подготовка технических заданий (6983_10),Высокая работоспособность (СК) (586_4),Надзор за строительством (6981_10),Оформление КС (5667_10),Разработка рабочей документации (6972_10),Защита проекта в вышестоящих организациях (7007_10),Проектирование систем отопления (6991_10),Выполнение расчетов (6973_10),Трудолюбие (СК) (597_4),Участие в подготовке заданий на разработку проектных решений (6980_10),Выполнение комплекса геодезических работ (1410_10),Согласование технических решений (7001_10),Анализ проектной документации (7025_10),Уверенный пользователь AutoCad (6976_10),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Инициативность (СК) (610_4),Кропотливость (СК) (623_4),Знание компьютерных офисных программ (строительство) (4252_10),Аккуратность (СК) (575_4)
False,2.0,Мурманская область,1,False,25000.0,120000.0,22795.4409,11253.7493,10485.9028,5686.8626,5542.8914,5014.997,4919.0162,3359.3281,2903.4193,2423.5153,2279.5441,2231.5537,2207.5585,2183.5633,2159.5681,2135.5729,1991.6017,1967.6065,1919.6161,1895.6209,1847.6305,1775.6449,1775.6449,1727.6545,1487.7025,1415.7169,1415.7169,1391.7217,1391.7217,1367.7265,1367.7265,1319.7361,1319.7361,1295.7409,1271.7457,1247.7504,1223.7552
False,2.0,Новгородская область,1,False,35000.0,90000.0,17096.5807,8440.3119,7864.4271,4265.147,4157.1686,3761.2478,3689.2621,2519.4961,2177.5645,1817.6365,1709.6581,1673.6653,1655.6689,1637.6725,1619.6761,1601.6797,1493.7013,1475.7049,1439.7121,1421.7157,1385.7229,1331.7337,1331.7337,1295.7409,1115.7768,1061.7876,1061.7876,1043.7912,1043.7912,1025.7948,1025.7948,989.802,989.802,971.8056,953.8092,935.8128,917.8164
False,2.0,Тюменская область,1,False,25000.0,150000.0,28494.3011,14067.1866,13107.3785,7108.5783,6928.6143,6268.7463,6148.7702,4199.1602,3629.2741,3029.3941,2849.4301,2789.4421,2759.4481,2729.4541,2699.4601,2669.4661,2489.5021,2459.5081,2399.5201,2369.5261,2309.5381,2219.5561,2219.5561,2159.5681,1859.6281,1769.6461,1769.6461,1739.6521,1739.6521,1709.6581,1709.6581,1649.6701,1649.6701,1619.6761,1589.6821,1559.6881,1529.6941
False,2.0,Калининградская область,1,False,25000.0,170000.0,32293.5413,15942.8114,14855.029,8056.3887,7852.4295,7104.5791,6968.6063,4759.0482,4113.1774,3433.3133,3229.3541,3161.3677,3127.3745,3093.3813,3059.3881,3025.3949,2821.4357,2787.4425,2719.4561,2685.4629,2617.4765,2515.4969,2515.4969,2447.5105,2107.5785,2005.5989,2005.5989,1971.6057,1971.6057,1937.6125,1937.6125,1869.6261,1869.6261,1835.6329,1801.6397,1767.6465,1733.6533
False,2.0,Калининградская область,1,True,35000.0,35000.0,6648.6703,3282.3435,3058.3883,1658.6683,1616.6767,1462.7075,1434.7131,979.804,846.8306,706.8586,664.867,650.8698,643.8712,636.8726,629.874,622.8754,580.8838,573.8852,559.888,552.8894,538.8922,517.8964,517.8964,503.8992,433.9132,412.9174,412.9174,405.9188,405.9188,398.9202,398.9202,384.923,384.923,377.9244,370.9258,363.9272,356.9286
False,2.0,Амурская область,1,False,25000.0,100000.0,18996.2008,9378.1244,8738.2523,4739.0522,4619.0762,4179.1642,4099.1802,2799.4401,2419.5161,2019.5961,1899.6201,1859.6281,1839.6321,1819.6361,1799.6401,1779.6441,1659.6681,1639.6721,1599.6801,1579.6841,1539.6921,1479.7041,1479.7041,1439.7121,1239.752,1179.764,1179.764,1159.768,1159.768,1139.772,1139.772,1099.78,1099.78,1079.784,1059.788,1039.792,1019.796
False,2.0,Республика Крым,1,False,25000.0,120000.0,22795.4409,11253.7493,10485.9028,5686.8626,5542.8914,5014.997,4919.0162,3359.3281,2903.4193,2423.5153,2279.5441,2231.5537,2207.5585,2183.5633,2159.5681,2135.5729,1991.6017,1967.6065,1919.6161,1895.6209,1847.6305,1775.6449,1775.6449,1727.6545,1487.7025,1415.7169,1415.7169,1391.7217,1391.7217,1367.7265,1367.7265,1319.7361,1319.7361,1295.7409,1271.7457,1247.7504,1223.7552
False,2.0,Республика Крым,1,True,40000.0,60000.0,11397.7205,5626.8746,5242.9514,2843.4313,2771.4457,2507.4985,2459.5081,1679.6641,1451.7097,1211.7576,1139.772,1115.7768,1103.7792,1091.7816,1079.784,1067.7864,995.8008,983.8032,959.808,947.8104,923.8152,887.8224,887.8224,863.8272,743.8512,707.8584,707.8584,695.8608,695.8608,683.8632,683.8632,659.868,659.868,647.8704,635.8728,623.8752,611.8776
False,2.0,Чукотский автономный округ,1,False,50000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,2.0,Донецкая область,1,False,25000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,2.0,Город федерального значения Санкт-Петербург,0,False,110.0,200000.0,37992.4015,18756.2488,17476.5047,9478.1044,9238.1524,8358.3283,8198.3603,5598.8802,4839.0322,4039.1922,3799.2402,3719.2561,3679.2641,3639.2721,3599.2801,3559.2881,3319.3361,3279.3441,3199.3601,3159.3681,3079.3841,2959.4081,2959.4081,2879.4241,2479.5041,2359.5281,2359.5281,2319.5361,2319.5361,2279.5441,2279.5441,2199.5601,2199.5601,2159.5681,2119.5761,2079.5841,2039.5921
False,2.0,Город федерального значения Санкт-Петербург,0,True,40000.0,90000.0,17096.5807,8440.3119,7864.4271,4265.147,4157.1686,3761.2478,3689.2621,2519.4961,2177.5645,1817.6365,1709.6581,1673.6653,1655.6689,1637.6725,1619.6761,1601.6797,1493.7013,1475.7049,1439.7121,1421.7157,1385.7229,1331.7337,1331.7337,1295.7409,1115.7768,1061.7876,1061.7876,1043.7912,1043.7912,1025.7948,1025.7948,989.802,989.802,971.8056,953.8092,935.8128,917.8164
False,2.0,Московская область,2,False,40000.0,150000.0,28494.3011,14067.1866,13107.3785,7108.5783,6928.6143,6268.7463,6148.7702,4199.1602,3629.2741,3029.3941,2849.4301,2789.4421,2759.4481,2729.4541,2699.4601,2669.4661,2489.5021,2459.5081,2399.5201,2369.5261,2309.5381,2219.5561,2219.5561,2159.5681,1859.6281,1769.6461,1769.6461,1739.6521,1739.6521,1709.6581,1709.6581,1649.6701,1649.6701,1619.6761,1589.6821,1559.6881,1529.6941
False,2.0,Московская область,2,True,60000.0,70125.0,13321.0858,6576.4097,6127.6995,3323.2603,3239.1272,2930.6389,2874.5501,1963.1074,1696.6857,1416.2418,1332.1086,1304.0642,1290.042,1276.0198,1261.9976,1247.9754,1163.8422,1149.82,1121.7756,1107.7534,1079.7091,1037.6425,1037.6425,1009.5981,869.3761,827.3095,827.3095,813.2873,813.2873,799.2651,799.2651,771.2208,771.2208,757.1986,743.1764,729.1542,715.132
False,2.0,Приморский край,1,False,40000.0,150000.0,28494.3011,14067.1866,13107.3785,7108.5783,6928.6143,6268.7463,6148.7702,4199.1602,3629.2741,3029.3941,2849.4301,2789.4421,2759.4481,2729.4541,2699.4601,2669.4661,2489.5021,2459.5081,2399.5201,2369.5261,2309.5381,2219.5561,2219.5561,2159.5681,1859.6281,1769.6461,1769.6461,1739.6521,1739.6521,1709.6581,1709.6581,1649.6701,1649.6701,1619.6761,1589.6821,1559.6881,1529.6941
False,2.0,Сахалинская область,1,False,40000.0,250000.0,47490.5019,23445.3109,21845.6309,11847.6305,11547.6905,10447.9104,10247.9504,6998.6003,6048.7902,5048.9902,4749.0502,4649.0702,4599.0802,4549.0902,4499.1002,4449.1102,4149.1702,4099.1802,3999.2002,3949.2102,3849.2302,3699.2601,3699.2601,3599.2801,3099.3801,2949.4101,2949.4101,2899.4201,2899.4201,2849.4301,2849.4301,2749.4501,2749.4501,2699.4601,2649.4701,2599.4801,2549.4901
False,2.0,Ямало-Ненецкий автономный округ,1,False,40000.0,100000.0,18996.2008,9378.1244,8738.2523,4739.0522,4619.0762,4179.1642,4099.1802,2799.4401,2419.5161,2019.5961,1899.6201,1859.6281,1839.6321,1819.6361,1799.6401,1779.6441,1659.6681,1639.6721,1599.6801,1579.6841,1539.6921,1479.7041,1479.7041,1439.7121,1239.752,1179.764,1179.764,1159.768,1159.768,1139.772,1139.772,1099.78,1099.78,1079.784,1059.788,1039.792,1019.796
False,2.0,Республика Саха (Якутия),1,False,40000.0,120000.0,22795.4409,11253.7493,10485.9028,5686.8626,5542.8914,5014.997,4919.0162,3359.3281,2903.4193,2423.5153,2279.5441,2231.5537,2207.5585,2183.5633,2159.5681,2135.5729,1991.6017,1967.6065,1919.6161,1895.6209,1847.6305,1775.6449,1775.6449,1727.6545,1487.7025,1415.7169,1415.7169,1391.7217,1391.7217,1367.7265,1367.7265,1319.7361,1319.7361,1295.7409,1271.7457,1247.7504,1223.7552
False,2.0,Камчатский край,1,False,50000.0,190000.0,36092.7814,17818.4363,16602.6795,9004.1992,8776.2448,7940.4119,7788.4423,5318.9362,4597.0806,3837.2326,3609.2781,3533.2933,3495.3009,3457.3085,3419.3161,3381.3237,3153.3693,3115.3769,3039.3921,3001.3997,2925.4149,2811.4377,2811.4377,2735.4529,2355.5289,2241.5517,2241.5517,2203.5593,2203.5593,2165.5669,2165.5669,2089.5821,2089.5821,2051.5897,2013.5973,1975.6049,1937.6125
False,2.0,Город федерального значения Москва,0,False,40000.0,282000.0,53569.2861,26446.3107,24641.8716,13364.1272,13025.7948,11785.243,11559.6881,7894.4211,6823.0354,5695.2609,5356.9286,5244.1512,5187.7624,5131.3737,5074.985,5018.5963,4680.2639,4623.8752,4511.0978,4454.7091,4341.9316,4172.7654,4172.7654,4059.988,3496.1008,3326.9346,3326.9346,3270.5459,3270.5459,3214.1572,3214.1572,3101.3797,3101.3797,3044.991,2988.6023,2932.2136,2875.8248
False,2.0,Город федерального значения Москва,0,True,50000.0,120000.0,22795.4409,11253.7493,10485.9028,5686.8626,5542.8914,5014.997,4919.0162,3359.3281,2903.4193,2423.5153,2279.5441,2231.5537,2207.5585,2183.5633,2159.5681,2135.5729,1991.6017,1967.6065,1919.6161,1895.6209,1847.6305,1775.6449,1775.6449,1727.6545,1487.7025,1415.7169,1415.7169,1391.7217,1391.7217,1367.7265,1367.7265,1319.7361,1319.7361,1295.7409,1271.7457,1247.7504,1223.7552
False,2.0,Магаданская область,1,False,60000.0,250000.0,47490.5019,23445.3109,21845.6309,11847.6305,11547.6905,10447.9104,10247.9504,6998.6003,6048.7902,5048.9902,4749.0502,4649.0702,4599.0802,4549.0902,4499.1002,4449.1102,4149.1702,4099.1802,3999.2002,3949.2102,3849.2302,3699.2601,3699.2601,3599.2801,3099.3801,2949.4101,2949.4101,2899.4201,2899.4201,2849.4301,2849.4301,2749.4501,2749.4501,2699.4601,2649.4701,2599.4801,2549.4901
False,2.0,Луганская область,1,False,178000.0,178000.0,33813.2374,16693.0614,15554.0892,8435.5129,8221.9556,7438.9122,7296.5407,4983.0034,4306.7387,3594.881,3381.3237,3310.138,3274.5451,3238.9522,3203.3593,3167.7664,2954.2092,2918.6163,2847.4305,2811.8376,2740.6519,2633.8732,2633.8732,2562.6875,2206.7586,2099.98,2099.98,2064.3871,2064.3871,2028.7942,2028.7942,1957.6085,1957.6085,1922.0156,1886.4227,1850.8298,1815.237
False,0.0,Республика Адыгея,1,False,15000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,0.0,Республика Северная Осетия,1,False,20000.0,20000.0,3799.2402,1875.6249,1747.6505,947.8104,923.8152,835.8328,819.836,559.888,483.9032,403.9192,379.924,371.9256,367.9264,363.9272,359.928,355.9288,331.9336,327.9344,319.936,315.9368,307.9384,295.9408,295.9408,287.9424,247.9504,235.9528,235.9528,231.9536,231.9536,227.9544,227.9544,219.956,219.956,215.9568,211.9576,207.9584,203.9592
False,0.0,Карачаево-Черкесская Республика,1,False,15000.0,40000.0,7598.4803,3751.2498,3495.3009,1895.6209,1847.6305,1671.6657,1639.6721,1119.776,967.8064,807.8384,759.848,743.8512,735.8528,727.8544,719.856,711.8576,663.8672,655.8688,639.872,631.8736,615.8768,591.8816,591.8816,575.8848,495.9008,471.9056,471.9056,463.9072,463.9072,455.9088,455.9088,439.912,439.912,431.9136,423.9152,415.9168,407.9184
False,0.0,"иные территории, включая город и космодром Байконур",1,False,24546.0,24546.0,4662.8074,2301.9544,2144.8914,1163.2478,1133.7984,1025.8176,1006.1848,687.1506,593.8944,495.7301,466.2807,456.4643,451.5561,446.6479,441.7397,436.8314,407.3821,402.4739,392.6575,387.7493,377.9328,363.2082,363.2082,353.3917,304.3095,289.5849,289.5849,284.6767,284.6767,279.7684,279.7684,269.952,269.952,265.0438,260.1356,255.2274,250.3191
False,0.0,Кабардино-Балкарская Республика,1,False,15000.0,15000.0,2849.4301,1406.7187,1310.7379,710.8578,692.8614,626.8746,614.877,419.916,362.9274,302.9394,284.943,278.9442,275.9448,272.9454,269.946,266.9466,248.9502,245.9508,239.952,236.9526,230.9538,221.9556,221.9556,215.9568,185.9628,176.9646,176.9646,173.9652,173.9652,170.9658,170.9658,164.967,164.967,161.9676,158.9682,155.9688,152.9694
False,0.0,Волгоградская область,2,False,15000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,0.0,Ульяновская область,1,False,15000.0,40000.0,7598.4803,3751.2498,3495.3009,1895.6209,1847.6305,1671.6657,1639.6721,1119.776,967.8064,807.8384,759.848,743.8512,735.8528,727.8544,719.856,711.8576,663.8672,655.8688,639.872,631.8736,615.8768,591.8816,591.8816,575.8848,495.9008,471.9056,471.9056,463.9072,463.9072,455.9088,455.9088,439.912,439.912,431.9136,423.9152,415.9168,407.9184
False,0.0,Ульяновская область,1,True,18000.0,18000.0,3419.3161,1688.0624,1572.8854,853.0294,831.4337,752.2496,737.8524,503.8992,435.5129,363.5273,341.9316,334.7331,331.1338,327.5345,323.9352,320.3359,298.7403,295.141,287.9424,284.3431,277.1446,266.3467,266.3467,259.1482,223.1554,212.3575,212.3575,208.7582,208.7582,205.159,205.159,197.9604,197.9604,194.3611,190.7618,187.1626,183.5633
False,0.0,Ростовская область,0,False,15000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,0.0,Ростовская область,0,True,25000.0,25000.0,4749.0502,2344.5311,2184.5631,1184.763,1154.769,1044.791,1024.795,699.86,604.879,504.899,474.905,464.907,459.908,454.909,449.91,444.911,414.917,409.918,399.92,394.921,384.923,369.926,369.926,359.928,309.938,294.941,294.941,289.942,289.942,284.943,284.943,274.945,274.945,269.946,264.947,259.948,254.949
False,0.0,Алтайский край,2,False,15000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,0.0,Республика Башкортостан,0,False,15000.0,50479.0,9589.0922,4733.9834,4410.9824,2392.2262,2331.6635,2109.6003,2069.2252,1413.1294,1221.3475,1019.4719,958.9092,938.7217,928.6279,918.5341,908.4403,898.3465,837.7838,827.6901,807.5025,797.4087,777.2212,746.9398,746.9398,726.7522,625.8144,595.5331,595.5331,585.4393,585.4393,575.3455,575.3455,555.158,555.158,545.0642,534.9704,524.8766,514.7828
False,0.0,Республика Башкортостан,0,True,25000.0,25000.0,4749.0502,2344.5311,2184.5631,1184.763,1154.769,1044.791,1024.795,699.86,604.879,504.899,474.905,464.907,459.908,454.909,449.91,444.911,414.917,409.918,399.92,394.921,384.923,369.926,369.926,359.928,309.938,294.941,294.941,289.942,289.942,284.943,284.943,274.945,274.945,269.946,264.947,259.948,254.949
False,0.0,Воронежская область,2,False,15000.0,60000.0,11397.7205,5626.8746,5242.9514,2843.4313,2771.4457,2507.4985,2459.5081,1679.6641,1451.7097,1211.7576,1139.772,1115.7768,1103.7792,1091.7816,1079.784,1067.7864,995.8008,983.8032,959.808,947.8104,923.8152,887.8224,887.8224,863.8272,743.8512,707.8584,707.8584,695.8608,695.8608,683.8632,683.8632,659.868,659.868,647.8704,635.8728,623.8752,611.8776
False,0.0,Самарская область,0,False,15000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,0.0,Астраханская область,1,False,15000.0,34483.0,6550.4599,3233.8586,3013.2116,1634.1674,1592.796,1441.1012,1413.5203,965.3309,834.3217,696.4173,655.046,641.2555,634.3603,627.4651,620.5699,613.6747,572.3033,565.4081,551.6177,544.7225,530.932,510.2464,510.2464,496.4559,427.5037,406.818,406.818,399.9228,399.9228,393.0276,393.0276,379.2372,379.2372,372.3419,365.4467,358.5515,351.6563
False,0.0,Пензенская область,1,False,18000.0,40000.0,7598.4803,3751.2498,3495.3009,1895.6209,1847.6305,1671.6657,1639.6721,1119.776,967.8064,807.8384,759.848,743.8512,735.8528,727.8544,719.856,711.8576,663.8672,655.8688,639.872,631.8736,615.8768,591.8816,591.8816,575.8848,495.9008,471.9056,471.9056,463.9072,463.9072,455.9088,455.9088,439.912,439.912,431.9136,423.9152,415.9168,407.9184
False,0.0,Кировская область,1,False,15000.0,80000.0,15196.9606,7502.4995,6990.6019,3791.2418,3695.2609,3343.3313,3279.3441,2239.5521,1935.6129,1615.6769,1519.6961,1487.7025,1471.7057,1455.7089,1439.7121,1423.7153,1327.7345,1311.7377,1279.7441,1263.7473,1231.7536,1183.7632,1183.7632,1151.7696,991.8016,943.8112,943.8112,927.8144,927.8144,911.8176,911.8176,879.824,879.824,863.8272,847.8304,831.8336,815.8368
False,0.0,Кировская область,1,True,30000.0,34483.0,6550.4599,3233.8586,3013.2116,1634.1674,1592.796,1441.1012,1413.5203,965.3309,834.3217,696.4173,655.046,641.2555,634.3603,627.4651,620.5699,613.6747,572.3033,565.4081,551.6177,544.7225,530.932,510.2464,510.2464,496.4559,427.5037,406.818,406.818,399.9228,399.9228,393.0276,393.0276,379.2372,379.2372,372.3419,365.4467,358.5515,351.6563
False,0.0,Удмуртская Республика,1,False,15000.0,40000.0,7598.4803,3751.2498,3495.3009,1895.6209,1847.6305,1671.6657,1639.6721,1119.776,967.8064,807.8384,759.848,743.8512,735.8528,727.8544,719.856,711.8576,663.8672,655.8688,639.872,631.8736,615.8768,591.8816,591.8816,575.8848,495.9008,471.9056,471.9056,463.9072,463.9072,455.9088,455.9088,439.912,439.912,431.9136,423.9152,415.9168,407.9184
False,0.0,Тульская область,1,False,15000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,0.0,Тульская область,1,True,20000.0,20000.0,3799.2402,1875.6249,1747.6505,947.8104,923.8152,835.8328,819.836,559.888,483.9032,403.9192,379.924,371.9256,367.9264,363.9272,359.928,355.9288,331.9336,327.9344,319.936,315.9368,307.9384,295.9408,295.9408,287.9424,247.9504,235.9528,235.9528,231.9536,231.9536,227.9544,227.9544,219.956,219.956,215.9568,211.9576,207.9584,203.9592
False,0.0,Чувашская Республика,1,False,15000.0,40000.0,7598.4803,3751.2498,3495.3009,1895.6209,1847.6305,1671.6657,1639.6721,1119.776,967.8064,807.8384,759.848,743.8512,735.8528,727.8544,719.856,711.8576,663.8672,655.8688,639.872,631.8736,615.8768,591.8816,591.8816,575.8848,495.9008,471.9056,471.9056,463.9072,463.9072,455.9088,455.9088,439.912,439.912,431.9136,423.9152,415.9168,407.9184
False,0.0,Псковская область,1,False,16242.0,40000.0,7598.4803,3751.2498,3495.3009,1895.6209,1847.6305,1671.6657,1639.6721,1119.776,967.8064,807.8384,759.848,743.8512,735.8528,727.8544,719.856,711.8576,663.8672,655.8688,639.872,631.8736,615.8768,591.8816,591.8816,575.8848,495.9008,471.9056,471.9056,463.9072,463.9072,455.9088,455.9088,439.912,439.912,431.9136,423.9152,415.9168,407.9184
False,0.0,Ярославская область,1,False,18000.0,60000.0,11397.7205,5626.8746,5242.9514,2843.4313,2771.4457,2507.4985,2459.5081,1679.6641,1451.7097,1211.7576,1139.772,1115.7768,1103.7792,1091.7816,1079.784,1067.7864,995.8008,983.8032,959.808,947.8104,923.8152,887.8224,887.8224,863.8272,743.8512,707.8584,707.8584,695.8608,695.8608,683.8632,683.8632,659.868,659.868,647.8704,635.8728,623.8752,611.8776
False,0.0,Челябинская область,0,False,15000.0,60000.0,11397.7205,5626.8746,5242.9514,2843.4313,2771.4457,2507.4985,2459.5081,1679.6641,1451.7097,1211.7576,1139.772,1115.7768,1103.7792,1091.7816,1079.784,1067.7864,995.8008,983.8032,959.808,947.8104,923.8152,887.8224,887.8224,863.8272,743.8512,707.8584,707.8584,695.8608,695.8608,683.8632,683.8632,659.868,659.868,647.8704,635.8728,623.8752,611.8776
False,0.0,Оренбургская область,2,False,15000.0,60000.0,11397.7205,5626.8746,5242.9514,2843.4313,2771.4457,2507.4985,2459.5081,1679.6641,1451.7097,1211.7576,1139.772,1115.7768,1103.7792,1091.7816,1079.784,1067.7864,995.8008,983.8032,959.808,947.8104,923.8152,887.8224,887.8224,863.8272,743.8512,707.8584,707.8584,695.8608,695.8608,683.8632,683.8632,659.868,659.868,647.8704,635.8728,623.8752,611.8776
False,0.0,Кемеровская область,1,False,15000.0,90000.0,17096.5807,8440.3119,7864.4271,4265.147,4157.1686,3761.2478,3689.2621,2519.4961,2177.5645,1817.6365,1709.6581,1673.6653,1655.6689,1637.6725,1619.6761,1601.6797,1493.7013,1475.7049,1439.7121,1421.7157,1385.7229,1331.7337,1331.7337,1295.7409,1115.7768,1061.7876,1061.7876,1043.7912,1043.7912,1025.7948,1025.7948,989.802,989.802,971.8056,953.8092,935.8128,917.8164
False,0.0,Кемеровская область,1,True,25000.0,25000.0,4749.0502,2344.5311,2184.5631,1184.763,1154.769,1044.791,1024.795,699.86,604.879,504.899,474.905,464.907,459.908,454.909,449.91,444.911,414.917,409.918,399.92,394.921,384.923,369.926,369.926,359.928,309.938,294.941,294.941,289.942,289.942,284.943,284.943,274.945,274.945,269.946,264.947,259.948,254.949
False,0.0,Ставропольский край,2,False,15000.0,47000.0,8928.2144,4407.7185,4106.9786,2227.3545,2170.9658,1964.2072,1926.6147,1315.7369,1137.1726,949.2102,892.8214,874.0252,864.6271,855.229,845.8308,836.4327,780.044,770.6459,751.8496,742.4515,723.6553,695.4609,695.4609,676.6647,582.6835,554.4891,554.4891,545.091,545.091,535.6929,535.6929,516.8966,516.8966,507.4985,498.1004,488.7023,479.3041
False,0.0,Томская область,1,False,15000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,0.0,Владимирская область,1,False,15000.0,45000.0,8548.2903,4220.156,3932.2136,2132.5735,2078.5843,1880.6239,1844.6311,1259.7481,1088.7822,908.8182,854.829,836.8326,827.8344,818.8362,809.838,800.8398,746.8506,737.8524,719.856,710.8578,692.8614,665.8668,665.8668,647.8704,557.8884,530.8938,530.8938,521.8956,521.8956,512.8974,512.8974,494.901,494.901,485.9028,476.9046,467.9064,458.9082
False,0.0,Владимирская область,1,True,20000.0,20000.0,3799.2402,1875.6249,1747.6505,947.8104,923.8152,835.8328,819.836,559.888,483.9032,403.9192,379.924,371.9256,367.9264,363.9272,359.928,355.9288,331.9336,327.9344,319.936,315.9368,307.9384,295.9408,295.9408,287.9424,247.9504,235.9528,235.9528,231.9536,231.9536,227.9544,227.9544,219.956,219.956,215.9568,211.9576,207.9584,203.9592
False,0.0,Калужская область,1,False,18000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,0.0,Смоленская область,1,False,18000.0,60000.0,11397.7205,5626.8746,5242.9514,2843.4313,2771.4457,2507.4985,2459.5081,1679.6641,1451.7097,1211.7576,1139.772,1115.7768,1103.7792,1091.7816,1079.784,1067.7864,995.8008,983.8032,959.808,947.8104,923.8152,887.8224,887.8224,863.8272,743.8512,707.8584,707.8584,695.8608,695.8608,683.8632,683.8632,659.868,659.868,647.8704,635.8728,623.8752,611.8776
False,0.0,Ивановская область,1,False,15000.0,60000.0,11397.7205,5626.8746,5242.9514,2843.4313,2771.4457,2507.4985,2459.5081,1679.6641,1451.7097,1211.7576,1139.772,1115.7768,1103.7792,1091.7816,1079.784,1067.7864,995.8008,983.8032,959.808,947.8104,923.8152,887.8224,887.8224,863.8272,743.8512,707.8584,707.8584,695.8608,695.8608,683.8632,683.8632,659.868,659.868,647.8704,635.8728,623.8752,611.8776
False,0.0,Республика Коми,1,False,18000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
